model,batch_size,sequence_length,result
RoBERTa_base,32,4,0.0076
RoBERTa_base,32,8,0.0075
RoBERTa_base,32,16,0.0065
RoBERTa_base,32,32,0.0099
RoBERTa_base,32,64,0.0184
RoBERTa_base,32,128,0.0340
RoBERTa_base,32,256,0.0690
RoBERTa_base,32,512,0.1521
RoBERTa_large,1,1,0.0099
RoBERTa_large,1,2,0.0110
RoBERTa_large,1,4,0.0112
RoBERTa_large,1,8,0.0113
RoBERTa_large,1,16,0.0112
RoBERTa_large,1,32,0.0114
RoBERTa_large,1,64,0.0113
RoBERTa_large,1,128,0.0113
RoBERTa_large,1,256,0.0111
RoBERTa_large,1,512,0.0151
RoBERTa_large,2,1,0.0106
RoBERTa_large,2,2,0.0119
RoBERTa_large,2,4,0.0121
RoBERTa_large,2,8,0.0122
RoBERTa_large,2,16,0.0118
RoBERTa_large,2,32,0.0120
RoBERTa_large,2,64,0.0119
RoBERTa_large,2,128,0.0116
RoBERTa_large,2,256,0.0140
RoBERTa_large,2,512,0.0267
RoBERTa_large,4,1,0.0107
RoBERTa_large,4,2,0.0118
RoBERTa_large,4,4,0.0119
RoBERTa_large,4,8,0.0118
RoBERTa_large,4,16,0.0119
RoBERTa_large,4,32,0.0118
RoBERTa_large,4,64,0.0117
RoBERTa_large,4,128,0.0131
RoBERTa_large,4,256,0.0237
RoBERTa_large,4,512,0.0487
RoBERTa_large,8,1,0.0108
RoBERTa_large,8,2,0.0118
RoBERTa_large,8,4,0.0118
RoBERTa_large,8,8,0.0119
RoBERTa_large,8,16,0.0118
RoBERTa_large,8,32,0.0117
RoBERTa_large,8,64,0.0127
RoBERTa_large,8,128,0.0228
RoBERTa_large,8,256,0.0433
RoBERTa_large,8,512,0.0951
RoBERTa_large,16,1,0.0109
RoBERTa_large,16,2,0.0118
RoBERTa_large,16,4,0.0119
RoBERTa_large,16,8,0.0118
RoBERTa_large,16,16,0.0115
RoBERTa_large,16,32,0.0126
RoBERTa_large,16,64,0.0217
RoBERTa_large,16,128,0.0403
RoBERTa_large,16,256,0.0835
RoBERTa_large,16,512,0.1868
RoBERTa_large,32,1,0.0109
RoBERTa_large,32,2,0.0117
RoBERTa_large,32,4,0.0119
RoBERTa_large,32,8,0.0116
RoBERTa_large,32,16,0.0127
RoBERTa_large,32,32,0.0215
RoBERTa_large,32,64,0.0387
RoBERTa_large,32,128,0.0783
RoBERTa_large,32,256,0.1642
RoBERTa_large,32,512,0.3710
dist_bert,1,1,0.0027
dist_bert,1,2,0.0030
dist_bert,1,4,0.0038
dist_bert,1,8,0.0037
dist_bert,1,16,0.0037
dist_bert,1,32,0.0031
dist_bert,1,64,0.0031
dist_bert,1,128,0.0031
dist_bert,1,256,0.0037
dist_bert,1,512,0.0034
dist_bert,2,1,0.0036
dist_bert,2,2,0.0032
dist_bert,2,4,0.0031
dist_bert,2,8,0.0031
dist_bert,2,16,0.0032
dist_bert,2,32,0.0040
dist_bert,2,64,0.0040
dist_bert,2,128,0.0040
dist_bert,2,256,0.0039
dist_bert,2,512,0.0040
dist_bert,4,1,0.0030
dist_bert,4,2,0.0032
dist_bert,4,4,0.0039
dist_bert,4,8,0.0040
dist_bert,4,16,0.0032
dist_bert,4,32,0.0032
dist_bert,4,64,0.0032
dist_bert,4,128,0.0035
dist_bert,4,256,0.0037
dist_bert,4,512,0.0073
dist_bert,8,1,0.0030
dist_bert,8,2,0.0039
dist_bert,8,4,0.0032
dist_bert,8,8,0.0040
dist_bert,8,16,0.0032
dist_bert,8,32,0.0032
dist_bert,8,64,0.0035
dist_bert,8,128,0.0036
dist_bert,8,256,0.0068
dist_bert,8,512,0.0133
dist_bert,16,1,0.0030
dist_bert,16,2,0.0033
dist_bert,16,4,0.0033
dist_bert,16,8,0.0033
dist_bert,16,16,0.0032
dist_bert,16,32,0.0035
dist_bert,16,64,0.0036
dist_bert,16,128,0.0066
dist_bert,16,256,0.0124
dist_bert,16,512,0.0251
dist_bert,32,1,0.0030
dist_bert,32,2,0.0033
dist_bert,32,4,0.0032
dist_bert,32,8,0.0032
dist_bert,32,16,0.0035
dist_bert,32,32,0.0035
dist_bert,32,64,0.0064
dist_bert,32,128,0.0121
dist_bert,32,256,0.0236
dist_bert,32,512,0.0493
MiniLM,1,1,0.0063
MiniLM,1,2,0.0071
MiniLM,1,4,0.0058
MiniLM,1,8,0.0058
MiniLM,1,16,0.0058
MiniLM,1,32,0.0071
MiniLM,1,64,0.0059
MiniLM,1,128,0.0057
MiniLM,1,256,0.0055
MiniLM,1,512,0.0055
MiniLM,2,1,0.0056
MiniLM,2,2,0.0062
MiniLM,2,4,0.0075
MiniLM,2,8,0.0062
MiniLM,2,16,0.0062
MiniLM,2,32,0.0060
MiniLM,2,64,0.0061
MiniLM,2,128,0.0058
MiniLM,2,256,0.0057
MiniLM,2,512,0.0058
MiniLM,4,1,0.0056
MiniLM,4,2,0.0060
MiniLM,4,4,0.0063
MiniLM,4,8,0.0060
MiniLM,4,16,0.0061
MiniLM,4,32,0.0060
MiniLM,4,64,0.0057
MiniLM,4,128,0.0058
MiniLM,4,256,0.0057
MiniLM,4,512,0.0077
MiniLM,8,1,0.0056
MiniLM,8,2,0.0061
MiniLM,8,4,0.0061
MiniLM,8,8,0.0061
MiniLM,8,16,0.0060
MiniLM,8,32,0.0058
MiniLM,8,64,0.0058
MiniLM,8,128,0.0058
MiniLM,8,256,0.0060
MiniLM,8,512,0.0139
MiniLM,16,1,0.0055
MiniLM,16,2,0.0061
MiniLM,16,4,0.0060
MiniLM,16,8,0.0060
MiniLM,16,16,0.0058
MiniLM,16,32,0.0057
MiniLM,16,64,0.0058
MiniLM,16,128,0.0057
MiniLM,16,256,0.0104
MiniLM,16,512,0.0251
MiniLM,32,1,0.0056
MiniLM,32,2,0.0060
MiniLM,32,4,0.0061
MiniLM,32,8,0.0058
MiniLM,32,16,0.0058
MiniLM,32,32,0.0058
MiniLM,32,64,0.0058
MiniLM,32,128,0.0087
MiniLM,32,256,0.0186
MiniLM,32,512,0.0482
MiniLM_multilingual,1,1,0.0051
MiniLM_multilingual,1,2,0.0057
MiniLM_multilingual,1,4,0.0058
MiniLM_multilingual,1,8,0.0057
MiniLM_multilingual,1,16,0.0058
MiniLM_multilingual,1,32,0.0059
MiniLM_multilingual,1,64,0.0057
MiniLM_multilingual,1,128,0.0057
MiniLM_multilingual,1,256,0.0054
MiniLM_multilingual,1,512,0.0055
MiniLM_multilingual,2,1,0.0056
MiniLM_multilingual,2,2,0.0060
MiniLM_multilingual,2,4,0.0061
MiniLM_multilingual,2,8,0.0060
MiniLM_multilingual,2,16,0.0060
MiniLM_multilingual,2,32,0.0060
MiniLM_multilingual,2,64,0.0060
MiniLM_multilingual,2,128,0.0058
MiniLM_multilingual,2,256,0.0057
MiniLM_multilingual,2,512,0.0058
MiniLM_multilingual,4,1,0.0055
MiniLM_multilingual,4,2,0.0060
MiniLM_multilingual,4,4,0.0060
MiniLM_multilingual,4,8,0.0061
MiniLM_multilingual,4,16,0.0060
MiniLM_multilingual,4,32,0.0060
MiniLM_multilingual,4,64,0.0058
MiniLM_multilingual,4,128,0.0058
MiniLM_multilingual,4,256,0.0058
MiniLM_multilingual,4,512,0.0077
MiniLM_multilingual,8,1,0.0056
MiniLM_multilingual,8,2,0.0060
MiniLM_multilingual,8,4,0.0060
MiniLM_multilingual,8,8,0.0061
MiniLM_multilingual,8,16,0.0060
MiniLM_multilingual,8,32,0.0057
MiniLM_multilingual,8,64,0.0057
MiniLM_multilingual,8,128,0.0058
MiniLM_multilingual,8,256,0.0061
MiniLM_multilingual,8,512,0.0134
MiniLM_multilingual,16,1,0.0056
MiniLM_multilingual,16,2,0.0061
MiniLM_multilingual,16,4,0.0060
MiniLM_multilingual,16,8,0.0060
MiniLM_multilingual,16,16,0.0057
MiniLM_multilingual,16,32,0.0058
MiniLM_multilingual,16,64,0.0058
MiniLM_multilingual,16,128,0.0057
MiniLM_multilingual,16,256,0.0104
MiniLM_multilingual,16,512,0.0246
MiniLM_multilingual,32,1,0.0055
MiniLM_multilingual,32,2,0.0060
MiniLM_multilingual,32,4,0.0061
MiniLM_multilingual,32,8,0.0057
MiniLM_multilingual,32,16,0.0057
MiniLM_multilingual,32,32,0.0059
MiniLM_multilingual,32,64,0.0057
MiniLM_multilingual,32,128,0.0085
MiniLM_multilingual,32,256,0.0190
MiniLM_multilingual,32,512,0.0478
mBERT_cased,1,1,0.0053
mBERT_cased,1,2,0.0059
mBERT_cased,1,4,0.0060
mBERT_cased,1,8,0.0060
mBERT_cased,1,16,0.0059
mBERT_cased,1,32,0.0061
mBERT_cased,1,64,0.0062
mBERT_cased,1,128,0.0062
mBERT_cased,1,256,0.0062
mBERT_cased,1,512,0.0103
mBERT_cased,2,1,0.0056
mBERT_cased,2,2,0.0060
mBERT_cased,2,4,0.0060
mBERT_cased,2,8,0.0061
mBERT_cased,2,16,0.0061
mBERT_cased,2,32,0.0061
mBERT_cased,2,64,0.0061
mBERT_cased,2,128,0.0065
mBERT_cased,2,256,0.0100
mBERT_cased,2,512,0.0175
mBERT_cased,4,1,0.0056
mBERT_cased,4,2,0.0061
mBERT_cased,4,4,0.0060
mBERT_cased,4,8,0.0060
mBERT_cased,4,16,0.0062
mBERT_cased,4,32,0.0061
mBERT_cased,4,64,0.0063
mBERT_cased,4,128,0.0097
mBERT_cased,4,256,0.0166
mBERT_cased,4,512,0.0334
mBERT_cased,8,1,0.0055
mBERT_cased,8,2,0.0061
mBERT_cased,8,4,0.0061
mBERT_cased,8,8,0.0061
mBERT_cased,8,16,0.0061
mBERT_cased,8,32,0.0064
mBERT_cased,8,64,0.0097
mBERT_cased,8,128,0.0160
mBERT_cased,8,256,0.0311
mBERT_cased,8,512,0.0632
mBERT_cased,16,1,0.0055
mBERT_cased,16,2,0.0061
mBERT_cased,16,4,0.0061
mBERT_cased,16,8,0.0060
mBERT_cased,16,16,0.0063
mBERT_cased,16,32,0.0098
mBERT_cased,16,64,0.0162
mBERT_cased,16,128,0.0303
mBERT_cased,16,256,0.0602
mBERT_cased,16,512,0.1254
mBERT_cased,32,1,0.0056
mBERT_cased,32,2,0.0061
mBERT_cased,32,4,0.0061
mBERT_cased,32,8,0.0063
mBERT_cased,32,16,0.0099
mBERT_cased,32,32,0.0168
mBERT_cased,32,64,0.0302
mBERT_cased,32,128,0.0588
mBERT_cased,32,256,0.1189
mBERT_cased,32,512,0.2523
XLM-R_base,1,1,0.0052
XLM-R_base,1,2,0.0058
XLM-R_base,1,4,0.0058
XLM-R_base,1,8,0.0059
XLM-R_base,1,16,0.0058
XLM-R_base,1,32,0.0060
XLM-R_base,1,64,0.0060
XLM-R_base,1,128,0.0061
XLM-R_base,1,256,0.0094
XLM-R_base,1,512,0.0165
XLM-R_base,2,1,0.0056
XLM-R_base,2,2,0.0061
XLM-R_base,2,4,0.0062
XLM-R_base,2,8,0.0062
XLM-R_base,2,16,0.0062
XLM-R_base,2,32,0.0062
XLM-R_base,2,64,0.0064
XLM-R_base,2,128,0.0096
XLM-R_base,2,256,0.0165
XLM-R_base,2,512,0.0307
XLM-R_base,4,1,0.0056
XLM-R_base,4,2,0.0061
XLM-R_base,4,4,0.0062
XLM-R_base,4,8,0.0062
XLM-R_base,4,16,0.0062
XLM-R_base,4,32,0.0063
XLM-R_base,4,64,0.0095
XLM-R_base,4,128,0.0164
XLM-R_base,4,256,0.0284
XLM-R_base,4,512,0.0562
XLM-R_base,8,1,0.0057
XLM-R_base,8,2,0.0062
XLM-R_base,8,4,0.0062
XLM-R_base,8,8,0.0062
XLM-R_base,8,16,0.0063
XLM-R_base,8,32,0.0095
XLM-R_base,8,64,0.0161
XLM-R_base,8,128,0.0277
XLM-R_base,8,256,0.0545
XLM-R_base,8,512,0.1098
XLM-R_base,16,1,0.0056
XLM-R_base,16,2,0.0061
XLM-R_base,16,4,0.0062
XLM-R_base,16,8,0.0062
XLM-R_base,16,16,0.0094
XLM-R_base,16,32,0.0163
XLM-R_base,16,64,0.0277
XLM-R_base,16,128,0.0532
XLM-R_base,16,256,0.1067
XLM-R_base,16,512,0.2202
XLM-R_base,32,1,0.0057
XLM-R_base,32,2,0.0063
XLM-R_base,32,4,0.0063
XLM-R_base,32,8,0.0095
XLM-R_base,32,16,0.0161
XLM-R_base,32,32,0.0282
XLM-R_base,32,64,0.0535
XLM-R_base,32,128,0.1053
XLM-R_base,32,256,0.2133
XLM-R_base,32,512,0.4441
XLM-R_large,1,1,0.0101
XLM-R_large,1,2,0.0111
XLM-R_large,1,4,0.0114
XLM-R_large,1,8,0.0114
XLM-R_large,1,16,0.0115
XLM-R_large,1,32,0.0115
XLM-R_large,1,64,0.0117
XLM-R_large,1,128,0.0115
XLM-R_large,1,256,0.0155
XLM-R_large,1,512,0.0280
XLM-R_large,2,1,0.0108
XLM-R_large,2,2,0.0120
XLM-R_large,2,4,0.0120
XLM-R_large,2,8,0.0121
XLM-R_large,2,16,0.0120
XLM-R_large,2,32,0.0122
XLM-R_large,2,64,0.0121
XLM-R_large,2,128,0.0157
XLM-R_large,2,256,0.0263
XLM-R_large,2,512,0.0512
XLM-R_large,4,1,0.0109
XLM-R_large,4,2,0.0119
XLM-R_large,4,4,0.0120
XLM-R_large,4,8,0.0121
XLM-R_large,4,16,0.0119
XLM-R_large,4,32,0.0121
XLM-R_large,4,64,0.0155
XLM-R_large,4,128,0.0268
XLM-R_large,4,256,0.0486
XLM-R_large,4,512,0.0965
XLM-R_large,8,1,0.0110
XLM-R_large,8,2,0.0119
XLM-R_large,8,4,0.0119
XLM-R_large,8,8,0.0119
XLM-R_large,8,16,0.0120
XLM-R_large,8,32,0.0154
XLM-R_large,8,64,0.0265
XLM-R_large,8,128,0.0472
XLM-R_large,8,256,0.0928
XLM-R_large,8,512,0.1940
XLM-R_large,16,1,0.0111
XLM-R_large,16,2,0.0119
XLM-R_large,16,4,0.0121
XLM-R_large,16,8,0.0119
XLM-R_large,16,16,0.0155
XLM-R_large,16,32,0.0267
XLM-R_large,16,64,0.0448
XLM-R_large,16,128,0.0901
XLM-R_large,16,256,0.1831
XLM-R_large,16,512,0.3861
XLM-R_large,32,1,0.0109
XLM-R_large,32,2,0.0119
XLM-R_large,32,4,0.0118
XLM-R_large,32,8,0.0156
XLM-R_large,32,16,0.0269
XLM-R_large,32,32,0.0469
XLM-R_large,32,64,0.0888
XLM-R_large,32,128,0.1783
XLM-R_large,32,256,0.3644
XLM-R_large,32,512,0.7760
GPT-2,1,1,0.0056
GPT-2,1,2,0.0073
GPT-2,1,4,0.0059
GPT-2,1,8,0.0058
GPT-2,1,16,0.0058
GPT-2,1,32,0.0059
GPT-2,1,64,0.0074
GPT-2,1,128,0.0059
GPT-2,1,256,0.0057
GPT-2,1,512,0.0067
GPT-2,2,1,0.0058
GPT-2,2,2,0.0059
GPT-2,2,4,0.0077
GPT-2,2,8,0.0077
GPT-2,2,16,0.0061
GPT-2,2,32,0.0062
GPT-2,2,64,0.0078
GPT-2,2,128,0.0061
GPT-2,2,256,0.0066
GPT-2,2,512,0.0128
GPT-2,4,1,0.0060
GPT-2,4,2,0.0061
GPT-2,4,4,0.0061
GPT-2,4,8,0.0061
GPT-2,4,16,0.0061
GPT-2,4,32,0.0063
GPT-2,4,64,0.0060
GPT-2,4,128,0.0076
GPT-2,4,256,0.0118
GPT-2,4,512,0.0237
GPT-2,8,1,0.0060
GPT-2,8,2,0.0061
GPT-2,8,4,0.0061
GPT-2,8,8,0.0062
GPT-2,8,16,0.0062
GPT-2,8,32,0.0061
GPT-2,8,64,0.0064
GPT-2,8,128,0.0113
GPT-2,8,256,0.0217
GPT-2,8,512,0.0446
GPT-2,16,1,0.0060
GPT-2,16,2,0.0062
GPT-2,16,4,0.0062
GPT-2,16,8,0.0062
GPT-2,16,16,0.0075
GPT-2,16,32,0.0064
GPT-2,16,64,0.0110
GPT-2,16,128,0.0212
GPT-2,16,256,0.0405
GPT-2,16,512,0.0851
GPT-2,32,1,0.0060
GPT-2,32,2,0.0062
GPT-2,32,4,0.0078
GPT-2,32,8,0.0059
GPT-2,32,16,0.0076
GPT-2,32,32,0.0110
GPT-2,32,64,0.0205
GPT-2,32,128,0.0391
GPT-2,32,256,0.0781
GPT-2,32,512,0.1711
