model,batch_size,sequence_length,result
RoBERTa_large,2,64,4680
RoBERTa_large,2,128,4774
RoBERTa_large,2,256,5198
RoBERTa_large,2,512,7672
RoBERTa_large,4,1,4534
RoBERTa_large,4,2,4538
RoBERTa_large,4,4,4554
RoBERTa_large,4,8,4580
RoBERTa_large,4,16,4642
RoBERTa_large,4,32,4662
RoBERTa_large,4,64,4832
RoBERTa_large,4,128,4882
RoBERTa_large,4,256,6424
RoBERTa_large,4,512,12844
RoBERTa_large,8,1,4538
RoBERTa_large,8,2,4554
RoBERTa_large,8,4,4580
RoBERTa_large,8,8,4640
RoBERTa_large,8,16,4652
RoBERTa_large,8,32,4794
RoBERTa_large,8,64,4730
RoBERTa_large,8,128,5800
RoBERTa_large,8,256,10396
RoBERTa_large,8,512,22328
RoBERTa_large,16,1,4554
RoBERTa_large,16,2,4580
RoBERTa_large,16,4,4640
RoBERTa_large,16,8,4646
RoBERTa_large,16,16,4774
RoBERTa_large,16,32,4676
RoBERTa_large,16,64,5488
RoBERTa_large,16,128,9004
RoBERTa_large,16,256,17336
RoBERTa_large,16,512,41870
RoBERTa_large,32,1,4580
RoBERTa_large,32,2,4638
RoBERTa_large,32,4,4644
RoBERTa_large,32,8,4764
RoBERTa_large,32,16,4636
RoBERTa_large,32,32,5332
RoBERTa_large,32,64,8572
RoBERTa_large,32,128,14840
RoBERTa_large,32,256,31886
RoBERTa_large,32,512,N/A
dist_bert,1,1,2152
dist_bert,1,2,2152
dist_bert,1,4,2154
dist_bert,1,8,2158
dist_bert,1,16,2156
dist_bert,1,32,2162
dist_bert,1,64,2176
dist_bert,1,128,2172
dist_bert,1,256,2250
dist_bert,1,512,2590
dist_bert,2,1,2152
dist_bert,2,2,2154
dist_bert,2,4,2158
dist_bert,2,8,2156
dist_bert,2,16,2162
dist_bert,2,32,2174
dist_bert,2,64,2164
dist_bert,2,128,2184
dist_bert,2,256,2474
dist_bert,2,512,2968
dist_bert,4,1,2154
dist_bert,4,2,2158
dist_bert,4,4,2156
dist_bert,4,8,2162
dist_bert,4,16,2172
dist_bert,4,32,2160
dist_bert,4,64,2202
dist_bert,4,128,2418
dist_bert,4,256,2748
dist_bert,4,512,4230
dist_bert,8,1,2158
dist_bert,8,2,2156
dist_bert,8,4,2162
dist_bert,8,8,2172
dist_bert,8,16,2158
dist_bert,8,32,2186
dist_bert,8,64,2376
dist_bert,8,128,2632
dist_bert,8,256,3762
dist_bert,8,512,6710
dist_bert,16,1,2156
dist_bert,16,2,2162
dist_bert,16,4,2172
dist_bert,16,8,2158
dist_bert,16,16,2184
dist_bert,16,32,2372
dist_bert,16,64,2574
dist_bert,16,128,3542
dist_bert,16,256,5774
dist_bert,16,512,11726
dist_bert,32,1,2162
dist_bert,32,2,2172
dist_bert,32,4,2156
dist_bert,32,8,2184
dist_bert,32,16,2362
dist_bert,32,32,2514
dist_bert,32,64,3410
dist_bert,32,128,5318
dist_bert,32,256,9854
dist_bert,32,512,21744
MiniLM,1,1,1782
MiniLM,1,2,1782
MiniLM,1,4,1782
MiniLM,1,8,1782
MiniLM,1,16,1782
MiniLM,1,32,1782
MiniLM,1,64,1784
MiniLM,1,128,1822
MiniLM,1,256,2018
MiniLM,1,512,2444
MiniLM,2,1,1782
MiniLM,2,2,1782
MiniLM,2,4,1782
MiniLM,2,8,1782
MiniLM,2,16,1782
MiniLM,2,32,1784
MiniLM,2,64,1804
MiniLM,2,128,1954
MiniLM,2,256,2212
MiniLM,2,512,3310
MiniLM,4,1,1782
MiniLM,4,2,1782
MiniLM,4,4,1782
MiniLM,4,8,1782
MiniLM,4,16,1782
MiniLM,4,32,1798
MiniLM,4,64,1920
MiniLM,4,128,2104
MiniLM,4,256,2854
MiniLM,4,512,5068
MiniLM,8,1,1782
MiniLM,8,2,1782
MiniLM,8,4,1782
MiniLM,8,8,1784
MiniLM,8,16,1792
MiniLM,8,32,1904
MiniLM,8,64,2032
MiniLM,8,128,2606
MiniLM,8,256,4136
MiniLM,8,512,8496
MiniLM,16,1,1782
MiniLM,16,2,1782
MiniLM,16,4,1784
MiniLM,16,8,1790
MiniLM,16,16,1894
MiniLM,16,32,2008
MiniLM,16,64,2484
MiniLM,16,128,3664
MiniLM,16,256,6632
MiniLM,16,512,15356
MiniLM,32,1,1782
